"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","description","treatment"
"LOC115109112",18.4098607075139,1.69380739247404,0.432975070346513,3.9120205953624,9.15271041208897e-05,0.00571952080860211,"excitatory amino acid transporter 5-like","gonad"
"LOC115142205",54.8970645872301,1.6747248288857,0.578594229306923,2.89447205668088,0.00379796712075993,0.04517876087242,"glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial, transcript variant X1","gonad"
"LOCNA.880",16.7312901880922,1.65435132990506,0.420287253575109,3.93623959763846,8.27683398199021e-05,0.00543559250958395,NA,"gonad"
"LOC115142005",33.7289282061508,1.63740448742409,0.360954369035349,4.53631990049062,5.72443295541895e-06,0.0018089996755632,"ubiquinol-cytochrome-c reductase complex assembly factor 2-like, transcript variant X2","gonad"
"LOCNA.2353",20.2393321615977,1.63040632087251,0.522878235229746,3.11813766766585,0.00181997770114886,0.0292679496386702,NA,"gonad"
"LOC115112239",22.9234760724145,1.60791387117757,0.561039186831722,2.86595644104242,0.00415751447116962,0.047384703539583,"glycine cleavage system H protein, mitochondrial-like","gonad"
"LOCNA.2882",26.2845569954628,1.60125562923896,0.434958359695338,3.68139982494081,0.000231956924722399,0.0090567955381933,NA,"gonad"
"LOCNA.1500",56.35852609515,1.58831436743734,0.436243791548332,3.64088704116576,0.000271700330447744,0.00983086450902205,NA,"gonad"
"LOC115126007",217.637879207154,1.57228719571588,0.359912733324219,4.36852339508512,1.25089419006013e-05,0.00218255135747829,"glutathione S-transferase Mu 3-like","gonad"
"LOC115115989",66.8154238252447,1.57113639112449,0.460151931374449,3.41438617117523,0.000639258988902168,0.015825471533191,"extracellular serine/threonine protein kinase FAM20C-like","gonad"
"LOC115109003",96.0454705679456,1.56695640509673,0.337559404601418,4.64201673464544,3.45024908997159e-06,0.00153069213603775,"small nuclear ribonucleoprotein F-like","gonad"
"LOCNA.2247",58.3460579357473,1.55566594019941,0.396019965197925,3.92825129263851,8.55657774238456e-05,0.00554832948181193,NA,"gonad"
"LOCNA.2592",863.424440034669,1.55156382582174,0.40078203963103,3.87134070990345,0.00010823837840466,0.00626140039750198,NA,"gonad"
"LOC115107774",33.8217001976675,1.54868347624252,0.377828828896276,4.09890235418663,4.15114107500568e-05,0.00389177933152694,"putative deoxyribonuclease tatdn3","gonad"
"LOC115124886",70.4901681298274,1.52742649699318,0.500616149739912,3.05109313350504,0.00228009837603349,0.0333044779688367,"carbonic anhydrase 4-like","gonad"
"LOC115135546",913.339769842022,1.52257174173878,0.323945431755332,4.70008709025025,2.60050563553974e-06,0.00140732001974519,"diamine acetyltransferase 1-like","gonad"
"LOC115112246",43.2790688590586,1.51726174672905,0.315771436918316,4.80493663878009,1.54800520064285e-06,0.0010486881642022,"bolA-like protein 3","gonad"
"LOC115129502",12.8717526368964,1.51351370520428,0.400607902404742,3.77804256011691,0.000158065870339023,0.00749762792660491,"secreted frizzled-related protein 3-like","gonad"
"LOC115124990",48.4226546071914,1.49921416803287,0.33063698963315,4.53432076579299,5.77891502438121e-06,0.0018089996755632,"chemokine-like receptor 1","gonad"
"LOCNA.2833",485.47610329288,1.48298299861261,0.309845623559467,4.78619959700024,1.69969028890503e-06,0.00108049073583907,NA,"gonad"
"LOC115110674",19.2734322056685,1.48069357751788,0.447742635751742,3.30701938856427,0.000942943652881919,0.0200234911833031,"forkhead box protein J1-A-like, transcript variant X2","gonad"
"LOC115126445",266.902823306166,1.47885179860151,0.518466295517378,2.85235860341849,0.00433961139878836,0.0486057893623698,"protein S100-A1-like","gonad"
"LOCNA.2655",39.7071216023837,1.46902199589692,0.336172571531686,4.3698448960416,1.24334818298938e-05,0.00218255135747829,NA,"gonad"
"LOC115103388",197.443874726661,1.46334395991167,0.309163940812321,4.73322974233919,2.20975127883235e-06,0.00125375763182751,"LYR motif-containing protein 4A","gonad"
"LOC115128326",113.453263757364,1.45960508874892,0.353203894711461,4.13247167034015,3.58883011776908e-05,0.00372335997818374,"C-type lectin domain family 4 member D-like, transcript variant X5","gonad"
"LOC115135308",18.7749812143968,1.45674455200207,0.462104840325027,3.15241136833245,0.00161927971725911,0.0270748433536935,"proto-oncogene tyrosine-protein kinase receptor Ret-like, transcript variant X1","gonad"
"LOC115107282",313.573402595412,1.45252597552292,0.311687912805751,4.66019346867699,3.15912304531307e-06,0.00153069213603775,"small integral membrane protein 8-like","gonad"
"LOC115126080",885.627957257588,1.44571366711014,0.344314863423985,4.1988128329212,2.68317980223703e-05,0.00319851227635129,"glutathione S-transferase A-like","gonad"
"LOCNA.4025",111.950728225627,1.43948627704726,0.328565192648585,4.38112833999082,1.18066298723414e-05,0.00218255135747829,NA,"gonad"
"LOCNA.1294",19.5296683017025,1.43904321352252,0.470025791248826,3.06162606460187,0.00220138271522595,0.0326005746962826,NA,"gonad"
"LOC115105616",137.039613066838,1.4373120773223,0.356061032210966,4.03670142839639,5.42079850995692e-05,0.00443333413273774,"PLAC8-like protein 1","gonad"
"LOCNA.4713",239.100974710118,1.41821743856656,0.262716582381392,5.39827911017697,6.72831391677618e-08,0.000164779347365069,NA,"gonad"
"LOCNA.2956",65.1572357481033,1.41191405059653,0.407927254277507,3.46119077799108,0.000537791551296997,0.0141920689031225,NA,"gonad"
"LOC115137242",21.0563186007368,1.41126250912755,0.45222949848321,3.12067769542005,0.00180435399884946,0.0291292593476309,"TNFAIP3-interacting protein 2-like","gonad"
"LOCNA.3095",24.4182681983267,1.40542020721799,0.410496853182785,3.42370519121176,0.000617735961605018,0.0155462162530363,NA,"gonad"
"LOC115108468",155.17895953044,1.39956151302174,0.328119236380194,4.26540524859707,1.9953968416948e-05,0.0026433638255642,"dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1-like","gonad"
"LOC115136856",939.139088114761,1.39782670566959,0.385122572763789,3.62956316904054,0.000283901251933535,0.0100758496290741,"high affinity immunoglobulin gamma Fc receptor I-like","gonad"
"LOCNA.2566",53.5246461024238,1.39582856961585,0.456160871698123,3.05994804951088,0.00221375387334539,0.0327303870720349,NA,"gonad"
"LOCNA.3962",14.0108976991386,1.39328610956638,0.485950866262554,2.86713370897378,0.00414207973675395,0.0472796479600807,NA,"gonad"
"LOC115119891",45.2987764668706,1.38190831373008,0.358827476542002,3.85117752700392,0.000117551244111057,0.00652679017761575,"allograft inflammatory factor 1-like","gonad"
"LOCNA.791",76.9834525641943,1.36762208164246,0.318371027041775,4.29568637055346,1.74153654385619e-05,0.00252701981899645,NA,"gonad"
"LOC115142018",210.238041483908,1.36616437514011,0.309808456368576,4.40970653659238,1.03510795192314e-05,0.00218255135747829,"mitochondrial import receptor subunit TOM6 homolog","gonad"
"LOC115135462",429.825015563903,1.35646784968712,0.320599529350491,4.23103506245071,2.32618404401309e-05,0.00291270327607598,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2-like","gonad"
"LOCNA.3835",255.369570837301,1.35476668431361,0.276996070527738,4.89092383777316,1.00363796606993e-06,0.00079226308312894,NA,"gonad"
"LOCNA.1892",147.945821900911,1.35097719590801,0.306013059231695,4.41476974642815,1.01117558595507e-05,0.00218255135747829,NA,"gonad"
"LOC115132723",22.2376196972471,1.35076289712117,0.467109920033583,2.89174525992524,0.00383108439166726,0.0453141161010494,"type-4 ice-structuring protein-like","gonad"
"LOC115122634",205.07395412173,1.34723498646562,0.298048891105826,4.52018117385736,6.17867317304765e-06,0.00186738236582063,"tyrosine-protein kinase HCK-like","gonad"
"LOC115140355",30.2625596884937,1.346403503736,0.433030102294283,3.10926075716786,0.00187556110482952,0.029870778437969,"electroneutral sodium bicarbonate exchanger 1-like, transcript variant X1","gonad"
"LOC115141228",215.630706115407,1.33620298645393,0.303465788498788,4.40314209079048,1.06694235777479e-05,0.00218255135747829,"PLAC8-like protein 1","gonad"
"LOC115101414",581.385694472651,1.33504273833908,0.288141672656609,4.63328586257673,3.59907017532111e-06,0.00153069213603775,"eukaryotic translation initiation factor 1A, X-chromosomal-like, transcript variant X1","gonad"
"LOC115105669",82.6267981239991,1.33292867088932,0.43437195560376,3.06863427459675,0.00215039667132804,0.032002132757895,"ependymin-2","gonad"
"LOC115134679",363.180930212749,1.32511238725279,0.303418820976912,4.36727155878581,1.25808269073701e-05,0.00218255135747829,"small nuclear ribonucleoprotein F-like","gonad"
"LOC115129809",12.4538997634804,1.32303543326955,0.342878176401993,3.85861662924391,0.000114030648021148,0.00648615570213019,"uncharacterized LOC115129809, transcript variant X3","gonad"
"LOC115130780",189.171693993668,1.32080994438208,0.245293985699495,5.38459979202336,7.26060133796295e-08,0.000164779347365069,"caltractin-like","gonad"
"LOCNA.295",54.7514799742038,1.31928380327453,0.296420494288322,4.4507172368159,8.55839695388793e-06,0.00218255135747829,NA,"gonad"
"LOCNA.2009",12.781621373658,1.31911046286004,0.422040454436205,3.12555455050443,0.00177470151172465,0.0287691791489935,NA,"gonad"
"LOC115109525",571.104595396265,1.31758021168479,0.249700942895996,5.27663290496098,1.31579094278641e-07,0.000265438892858112,"calcium and integrin-binding protein 1-like","gonad"
"LOC115105703",63.6306973269115,1.31671688027995,0.343892553380815,3.82886127464895,0.000128737544549463,0.00695642517511917,"uncharacterized LOC115105703, transcript variant X3","gonad"
"LOC115125102",619.78529998369,1.3163794994389,0.307412452585607,4.2821280932734,1.85114362153849e-05,0.00252701981899645,"translation machinery-associated protein 7","gonad"
"LOC115136182",264.240988860473,1.31526061201983,0.305561362460663,4.30440747294794,1.67433249971063e-05,0.00252269191151282,"CDKN2AIP N-terminal-like protein","gonad"
"LOC115111039",17.7187151672025,1.31442282505337,0.439182437475017,2.99288567323035,0.00276353250747809,0.0374910058889382,"E3 ubiquitin-protein ligase NEURL3-like","gonad"
"LOC115129731",140.303859532969,1.31233511759626,0.325821176747183,4.02777723258472,5.63066550140655e-05,0.0044941026366772,"acyl-CoA-binding protein-like","gonad"
"LOCNA.4714",577.797538583747,1.29698398641425,0.297263108028342,4.36308425561705,1.28241524446132e-05,0.00218255135747829,NA,"gonad"
"LOC115144590",16.7749586364682,1.29642149588146,0.433740580764459,2.98893290915169,0.00279953596607079,0.0377510124706703,"forkhead box protein J1-B-like","gonad"
"LOCNA.536",110.800055554932,1.29566780935144,0.252185034323834,5.13776645321331,2.78023101590626e-07,0.000336519162165294,NA,"gonad"
"LOC115110561",54.1719802965229,1.29405191338084,0.283923681976694,4.55774560392979,5.17056108244989e-06,0.00177141334920331,"tissue factor pathway inhibitor-like, transcript variant X2","gonad"
"LOCNA.3493",313.391136867418,1.29353109934844,0.300916116807525,4.29864346606541,1.7184665028653e-05,0.00252701981899645,NA,"gonad"
"LOC115136646",58.0516347191519,1.2932644155012,0.26059650298575,4.96270825081609,6.95169652683058e-07,0.000616922529336951,"dehydrogenase/reductase SDR family member 13-like","gonad"
"LOCNA.4435",13.0189143736484,1.29132276294952,0.408875033953574,3.1582333371231,0.0015872845302706,0.0266840166033269,NA,"gonad"
"LOC115113332",1219.49072922631,1.28774284037,0.277271151578314,4.64434483371156,3.41157336915241e-06,0.00153069213603775,"calmodulin","gonad"
"LOC115104627",117.763089018725,1.28763009628472,0.282890196493129,4.55169571885815,5.32152614581856e-06,0.00177702136425767,"CDKN2AIP N-terminal-like protein","gonad"
"LOC115136251",39.1490833100559,1.28660453238834,0.294395503436495,4.37032671141283,1.24060775245923e-05,0.00218255135747829,"pterin-4-alpha-carbinolamine dehydratase 2-like","gonad"
"LOC115133109",48.6032352964014,1.28632058542031,0.34257356202129,3.75487407093127,0.000173428652322852,0.0078087788969525,"secretin receptor-like","gonad"
"LOC115139187",916.68873194104,1.2843747242929,0.273501276926333,4.69604653669989,2.65245135659257e-06,0.00140732001974519,"splicing factor 3B subunit 6","gonad"
"LOC115144342",85.4102136511583,1.28285925071365,0.282173541148865,4.54634848288933,5.45846320750568e-06,0.00177702136425767,"zinc finger and BTB domain-containing protein 18-like, transcript variant X3","gonad"
"LOC115101109",199.225064946527,1.28034622288921,0.362069431877951,3.53618977511693,0.000405942965995523,0.0122024842559846,"electrogenic sodium bicarbonate cotransporter 1-like, transcript variant X5","gonad"
"LOC115138589",28.518206484577,1.27981560683089,0.38003434417587,3.36763144290618,0.00075816875530581,0.0175728330657081,"tumor necrosis factor alpha-induced protein 2-like, transcript variant X1","gonad"
"LOC115124540",831.267299174987,1.27926973035946,0.279870825543471,4.57092920591236,4.85566312506048e-06,0.00172871696896807,"crustapain-like","gonad"
"LOC115140478",133.177965753821,1.27859527245833,0.282732925819782,4.52227227780795,6.11792911139635e-06,0.00186738236582063,"signal recognition particle 9 kDa protein-like","gonad"
"LOCNA.1343",36.1079085309169,1.27624810217261,0.327827245256798,3.89305074742303,9.89914343759542e-05,0.0060311694044625,NA,"gonad"
"LOC115134326",316.57611167799,1.27333425142026,0.284397995028325,4.47729686453463,7.55940986790893e-06,0.0020352048313226,"heat shock factor-binding protein 1-like","gonad"
"LOC115135550",460.628492050863,1.27148903749159,0.261413183320904,4.86390556642562,1.15091840355446e-06,0.000870669772288949,"eukaryotic translation initiation factor 1A, X-chromosomal-like","gonad"
"LOC115120705",88.9813406400006,1.27087045829954,0.287631152742324,4.41840338288409,9.94327117209064e-06,0.00218255135747829,"rho GTPase-activating protein gacJ-like","gonad"
"LOC115127689",305.905176202937,1.26693427322811,0.284650394305289,4.45084320476758,8.55337776083307e-06,0.00218255135747829,"DNA-directed RNA polymerases I, II, and III subunit RPABC4","gonad"
"LOCNA.3982",18.9313879048368,1.2663546255346,0.410110225393866,3.08783967607344,0.00201617209951731,0.0310480242907856,NA,"gonad"
"LOC115129313",4349.79303025042,1.26603090785974,0.314447519439303,4.02620733061348,5.66837135822361e-05,0.0044941026366772,"C-X-C motif chemokine 14-like","gonad"
"LOC115105695",34.0992085190658,1.26439121211545,0.34837983642036,3.62934670705172,0.000284139403507707,0.0100758496290741,"ATP-sensitive inward rectifier potassium channel 15-like, transcript variant X2","gonad"
"LOCNA.1489",63.0771968906028,1.26385530249868,0.346327506958146,3.64930673165218,0.000262948983450418,0.0096239161878668,NA,"gonad"
"LOCNA.4275",12.3387426721875,1.25229550709971,0.433308949080878,2.89007533713771,0.00385149512680098,0.0454608458317834,NA,"gonad"
"LOC115112262",75.4604258055194,1.24838230975096,0.284621980599295,4.38610646697908,1.15397653939101e-05,0.00218255135747829,"uncharacterized LOC115112262, transcript variant X2","gonad"
"LOC115113961",1189.97716830361,1.2458946115123,0.278750875230691,4.46956304794097,7.83795532761918e-06,0.0020624045931631,"protein transport protein Sec61 subunit gamma-like, transcript variant X1","gonad"
"LOC115120139",12.8001076404656,1.2443628332965,0.338567506303418,3.67537584124013,0.000237499521548177,0.00911320380110884,"myomegalin-like","gonad"
"LOCNA.2439",20.6802871271686,1.24402925491668,0.402615088933698,3.0898724094306,0.00200242495763889,0.0309413000262908,NA,"gonad"
"LOCNA.3348",289.310636755417,1.24010966666527,0.284233386746882,4.36299789007412,1.2829218127827e-05,0.00218255135747829,NA,"gonad"
"LOC115137310",598.761957507537,1.23711866745865,0.330570317048625,3.74237674605452,0.000182287947833593,0.00805260335977303,"endonuclease domain-containing 1 protein-like","gonad"
"LOC115101778",1657.99673609753,1.23614639874149,0.271950658712885,4.54548043601749,5.48100883445856e-06,0.00177702136425767,"protein transport protein Sec61 subunit gamma-like","gonad"
"LOC115115324",24.3866452350432,1.23500172761942,0.397786051922716,3.10468836614552,0.00190479597757079,0.030140648472597,"cyclin-dependent kinase 4 inhibitor B-like","gonad"
"LOC115132445",107.888099525833,1.2338572922001,0.287555370039081,4.29085115688295,1.77989588503521e-05,0.00252701981899645,"prefoldin subunit 4-like","gonad"
"LOC115115036",20.5857660144939,1.2313576156657,0.40859397157478,3.01364606756156,0.0025812874876683,0.0360506581739275,"PHD finger protein 20-like protein 1","gonad"
"LOC115128226",15.4070802549174,1.22835168172087,0.39208057458517,3.13290624770302,0.00173084718090413,0.0284119823330676,"probable C-mannosyltransferase DPY19L1","gonad"
"LOC115106174",26.4073464231263,1.22824668289114,0.356983622051495,3.44062474304202,0.00058037283915729,0.0148203224581431,"DPY30 domain-containing protein 1-like, transcript variant X1","gonad"
"LOC115119078",200.613835179337,1.22630337022064,0.340124485524041,3.60545453918506,0.000311607039033699,0.0105705448122446,"cytochrome b-245 heavy chain, transcript variant X1","gonad"
"LOC115105959",36.4313086552328,1.22070726262872,0.311158491816416,3.92310444591351,8.74152318789133e-05,0.00556881035085456,"C3a anaphylatoxin chemotactic receptor","gonad"
"LOC115131938",675.952329427201,1.21948647730768,0.321527466094027,3.79279099270188,0.000148963530963225,0.00740681895179007,"ATP synthase subunit epsilon, mitochondrial-like","gonad"
"LOC115103048",14.5008597560186,1.21188157591302,0.322444516370464,3.75841893530812,0.000170990417805979,0.00777456929812389,"protein N-lysine methyltransferase FAM173B-like","gonad"
"LOC115103239",700.852707337494,1.21064517066327,0.317147745370262,3.81729080006505,0.000134925107128038,0.00712122164249031,"ubiquitin-60S ribosomal protein L40-like","gonad"
"LOC115133149",429.835363050627,1.20796966212434,0.276016043672549,4.37644727477297,1.20629353901464e-05,0.00218255135747829,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5-like","gonad"
"LOC115143105",56.7753724889643,1.20566111628046,0.330614601644658,3.64672676367845,0.000265602089982915,0.00966387083312585,"uncharacterized LOC115143105, transcript variant X2","gonad"
"LOC115145844",156.920731128396,1.20560449676498,0.361658111105096,3.33354751281836,0.000857460253129351,0.0188842932963026,"small nuclear ribonucleoprotein E","gonad"
"LOC115129520",302.433754992331,1.20261667111771,0.251896046518105,4.77425782477008,1.80371186042016e-06,0.00108049073583907,"caltractin","gonad"
"LOC115136026",15.5028522119068,1.19972372626504,0.371395884657715,3.23030969330942,0.00123656195109444,0.0233136228287337,"cytotoxic and regulatory T-cell molecule-like, transcript variant X2","gonad"
"LOC115105627",455.114912540158,1.19759375132488,0.310824260366292,3.85296099446539,0.000116697986313798,0.00651928812157945,"asialoglycoprotein receptor 1-like","gonad"
"LOC115111377",163.286523284183,1.19285306841453,0.309681344914137,3.85187253932026,0.000117218034674462,0.00652679017761575,"uncharacterized protein C9orf85 homolog","gonad"
"LOC115101638",1333.80473976525,1.19215333727493,0.275124454916422,4.33314202344203,1.46996213198323e-05,0.00238108734322629,"ATP synthase subunit epsilon, mitochondrial-like","gonad"
"LOCNA.1648",20.894352703404,1.18950594399133,0.322466366227472,3.68877522920403,0.000225336178316949,0.00900207898013037,NA,"gonad"
"LOC115142640",215.724873844864,1.18923223341762,0.259554695768226,4.58181744659926,4.60952209190553e-06,0.00171847581878223,"protein dpy-30 homolog, transcript variant X1","gonad"
"LOCNA.800",175.780073275888,1.1889959246713,0.260121969150616,4.57091697619298,4.85594654204515e-06,0.00172871696896807,NA,"gonad"
"LOC115105844",23.1013430586346,1.18757585325685,0.35598066668955,3.33606840028909,0.00084972254479347,0.0188141006381344,"calcineurin B homologous protein 3-like, transcript variant X1","gonad"
"LOCNA.1749",118.057036418834,1.18730891595517,0.282897263318,4.19696147650794,2.70519926583291e-05,0.00319851227635129,NA,"gonad"
"LOC115105604",70.9437804320057,1.18307457307861,0.305576873164097,3.87161031143639,0.000108118707236163,0.00626140039750198,"ribonuclease kappa-B","gonad"
"LOC115110163",252.736596014499,1.18282458177922,0.280863726058376,4.21138250346141,2.53812559027525e-05,0.00310508618762105,"coatomer subunit zeta-1-like, transcript variant X1","gonad"
"LOC115109493",151.043422246838,1.18038094035312,0.26568508767799,4.44278205701836,8.88031057782436e-06,0.00218255135747829,"dynein light chain roadblock-type 2","gonad"
"LOC115139447",24.5584384827779,1.18000827753999,0.312183125217728,3.7798592627869,0.000156917029009182,0.00749762792660491,"gap junction alpha-1 protein-like","gonad"
"LOCNA.4165",215.249240371972,1.17776773278686,0.283830782266082,4.1495419326391,3.3314125874487e-05,0.0035392659646796,NA,"gonad"
"LOC115115971",36.1221945064996,1.1775419531383,0.255940999600484,4.60083360999762,4.20803475013335e-06,0.00162555487071109,"homeobox protein Hox-A10-like","gonad"
"LOC115143251",72.46023694411,1.17665184002057,0.271659108450456,4.33135427239011,1.48195015303244e-05,0.00238108734322629,"mRNA turnover protein 4 homolog","gonad"
"LOC115142983",358.598657553992,1.17580563247196,0.274442676530683,4.28433961997343,1.83282762870614e-05,0.00252701981899645,"ubiquinol-cytochrome-c reductase complex assembly factor 2","gonad"
"LOC115102348",124.57667131529,1.1726502957501,0.41277563255455,2.84089031247534,0.00449877830362291,0.0497744173556231,"tumor necrosis factor receptor superfamily member 9-like, transcript variant X2","gonad"
"LOC115139738",46.2791963745592,1.17213984538447,0.267654242819433,4.37930605185747,1.19057827926023e-05,0.00218255135747829,"prefoldin subunit 5-like, transcript variant X2","gonad"
"LOC115105999",42.8906136495307,1.17158617494286,0.403862441317744,2.90095353041533,0.00372029044187951,0.0445551406746467,"programmed cell death 1 ligand 1-like","gonad"
"LOCNA.3035",444.130205442237,1.16927699634132,0.285194081418447,4.0999342992175,4.13267445264291e-05,0.00389177933152694,NA,"gonad"
"LOCNA.3824",528.715382570964,1.16531354247437,0.272815773021405,4.27143023868689,1.94223286834672e-05,0.00259288087924287,NA,"gonad"
"LOC115129780",12.3552128660082,1.16433755347432,0.385256751169312,3.02223789703977,0.00250913269918518,0.0355349557616272,"toll-like receptor 13","gonad"
"LOC115111612",15.5134198066744,1.16382853425122,0.334381322428993,3.4805428897673,0.000500398699531894,0.0135920554230508,"dual specificity protein phosphatase 18-like","gonad"
"LOC115129910",208.942561842984,1.16253829645228,0.284932749494561,4.08004449651537,4.50270807861059e-05,0.00404708751857692,"mitochondrial import receptor subunit TOM5 homolog","gonad"
"LOC115132180",68.5997587092106,1.15840355670197,0.288080615678676,4.02110900094036,5.79247921707137e-05,0.00455273821061246,"tyrosine-protein phosphatase non-receptor type 18-like, transcript variant X1","gonad"
"LOC115103043",21.1910051760001,1.15822116294939,0.400001921484954,2.89553899803694,0.00378507995667258,0.0450635486513753,"contactin-associated protein-like 2","gonad"
